Datetime,Open,High,Low,Close,Volume
2026-02-18 03:45:00+00:00,25754.650390625,25754.650390625,25706.849609375,25742.05078125,0
2026-02-18 03:50:00+00:00,25742.0,25742.0,25704.5,25704.5,0
2026-02-18 03:55:00+00:00,25705.400390625,25738.19921875,25699.150390625,25728.5,0
2026-02-18 04:00:00+00:00,25730.25,25736.44921875,25711.94921875,25731.44921875,0
2026-02-18 04:05:00+00:00,25731.80078125,25745.400390625,25725.849609375,25737.150390625,0
2026-02-18 04:10:00+00:00,25738.599609375,25746.650390625,25732.44921875,25741.849609375,0
2026-02-18 04:15:00+00:00,25741.849609375,25744.44921875,25714.05078125,25720.44921875,0
2026-02-18 04:20:00+00:00,25722.099609375,25724.19921875,25699.349609375,25702.349609375,0
2026-02-18 04:25:00+00:00,25701.849609375,25702.0,25656.5,25665.44921875,0
2026-02-18 04:30:00+00:00,25666.599609375,25669.150390625,25651.05078125,25666.44921875,0
2026-02-18 04:35:00+00:00,25668.30078125,25674.849609375,25652.30078125,25665.44921875,0
2026-02-18 04:40:00+00:00,25666.80078125,25674.55078125,25658.5,25661.94921875,0
2026-02-18 04:45:00+00:00,25663.849609375,25675.0,25645.900390625,25671.349609375,0
2026-02-18 04:50:00+00:00,25672.650390625,25675.599609375,25659.849609375,25670.30078125,0
2026-02-18 04:55:00+00:00,25670.94921875,25671.05078125,25646.05078125,25665.349609375,0
2026-02-18 05:00:00+00:00,25666.19921875,25675.099609375,25659.349609375,25673.0,0
2026-02-18 05:05:00+00:00,25673.349609375,25684.69921875,25660.75,25660.75,0
2026-02-18 05:10:00+00:00,25662.80078125,25667.44921875,25654.69921875,25660.75,0
2026-02-18 05:15:00+00:00,25661.900390625,25683.599609375,25658.849609375,25681.849609375,0
2026-02-18 05:20:00+00:00,25681.55078125,25696.80078125,25678.599609375,25691.650390625,0
2026-02-18 05:25:00+00:00,25692.19921875,25708.0,25688.05078125,25703.19921875,0
2026-02-18 05:30:00+00:00,25706.0,25709.0,25698.650390625,25706.150390625,0
2026-02-18 05:35:00+00:00,25706.0,25706.650390625,25697.19921875,25703.849609375,0
2026-02-18 05:40:00+00:00,25703.94921875,25705.849609375,25689.30078125,25700.05078125,0
2026-02-18 05:45:00+00:00,25700.69921875,25701.80078125,25683.5,25686.55078125,0
2026-02-18 05:50:00+00:00,25688.44921875,25697.69921875,25685.80078125,25688.0,0
2026-02-18 05:55:00+00:00,25687.69921875,25697.55078125,25679.94921875,25693.55078125,0
2026-02-18 06:00:00+00:00,25694.900390625,25716.55078125,25687.599609375,25713.650390625,0
2026-02-18 06:05:00+00:00,25711.599609375,25716.400390625,25695.650390625,25698.900390625,0
2026-02-18 06:10:00+00:00,25698.44921875,25701.349609375,25676.55078125,25686.900390625,0
2026-02-18 06:15:00+00:00,25687.5,25690.55078125,25682.650390625,25688.650390625,0
2026-02-18 06:20:00+00:00,25688.19921875,25695.69921875,25687.400390625,25695.55078125,0
2026-02-18 06:25:00+00:00,25695.5,25701.900390625,25689.94921875,25701.05078125,0
2026-02-18 06:30:00+00:00,25702.400390625,25711.599609375,25697.150390625,25704.5,0
2026-02-18 06:35:00+00:00,25705.44921875,25718.400390625,25704.30078125,25713.25,0
2026-02-18 06:40:00+00:00,25712.44921875,25717.400390625,25708.69921875,25709.849609375,0
2026-02-18 06:45:00+00:00,25710.5,25721.55078125,25710.5,25713.099609375,0
2026-02-18 06:50:00+00:00,25714.099609375,25723.0,25711.94921875,25720.30078125,0
2026-02-18 06:55:00+00:00,25720.400390625,25722.94921875,25703.650390625,25711.75,0
2026-02-18 07:00:00+00:00,25713.900390625,25726.19921875,25709.900390625,25722.69921875,0
2026-02-18 07:05:00+00:00,25722.44921875,25734.400390625,25722.44921875,25732.25,0
2026-02-18 07:10:00+00:00,25732.0,25732.349609375,25718.05078125,25726.349609375,0
2026-02-18 07:15:00+00:00,25725.099609375,25729.55078125,25713.69921875,25713.94921875,0
2026-02-18 07:20:00+00:00,25715.19921875,25728.5,25711.900390625,25726.80078125,0
2026-02-18 07:25:00+00:00,25726.55078125,25733.900390625,25719.55078125,25731.849609375,0
2026-02-18 07:30:00+00:00,25732.19921875,25742.05078125,25722.150390625,25737.0,0
2026-02-18 07:35:00+00:00,25736.69921875,25742.05078125,25730.69921875,25731.75,0
2026-02-18 07:40:00+00:00,25732.94921875,25733.5,25718.400390625,25731.5,0
2026-02-18 07:45:00+00:00,25730.94921875,25745.599609375,25730.94921875,25740.849609375,0
2026-02-18 07:50:00+00:00,25741.94921875,25753.19921875,25739.55078125,25744.849609375,0
2026-02-18 07:55:00+00:00,25745.150390625,25746.849609375,25717.80078125,25728.05078125,0
2026-02-18 08:00:00+00:00,25727.25,25730.5,25722.94921875,25727.55078125,0
2026-02-18 08:05:00+00:00,25726.19921875,25730.94921875,25719.849609375,25721.349609375,0
2026-02-18 08:10:00+00:00,25721.44921875,25729.44921875,25718.099609375,25724.69921875,0
2026-02-18 08:15:00+00:00,25724.599609375,25739.19921875,25723.30078125,25735.5,0
2026-02-18 08:20:00+00:00,25735.150390625,25746.150390625,25699.150390625,25700.0,0
2026-02-18 08:25:00+00:00,25699.19921875,25726.55078125,25695.75,25724.30078125,0
2026-02-18 08:30:00+00:00,25724.44921875,25728.19921875,25719.94921875,25725.44921875,0
2026-02-18 08:35:00+00:00,25726.55078125,25735.44921875,25725.25,25735.44921875,0
2026-02-18 08:40:00+00:00,25735.05078125,25757.349609375,25733.05078125,25756.80078125,0
2026-02-18 08:45:00+00:00,25756.94921875,25771.69921875,25750.599609375,25771.599609375,0
2026-02-18 08:50:00+00:00,25771.650390625,25791.25,25770.69921875,25790.55078125,0
2026-02-18 08:55:00+00:00,25789.900390625,25792.44921875,25778.94921875,25785.19921875,0
2026-02-18 09:00:00+00:00,25784.19921875,25789.900390625,25774.69921875,25779.099609375,0
2026-02-18 09:05:00+00:00,25778.80078125,25793.05078125,25778.25,25781.0,0
